Type,Title,Season,Episode,Link,Genre,Poster,Detail,Year,Cast
Movie,Farm House,,,https://ployan.me/watch/?v11#clpGZTRBVHhBbytDVUN3TU0yZ2Rlb05iQmloWFhENEZpcEtyRWZqUnowVER0OXFmbWFDTzBpZzBPVXdVNUo4UndZbz0,"Animation, Drama, Fantasy, Romance",,An animated tale of love and fantasy set around a farmhouse where the land remembers every promise. Magical realism and romance grow in the same soil.,2025,Ensemble Cast
Movie,Weathering With you,,,https://imperial.p2pstream.vip/#owxwdm,"Animation, Fantasy, Love Story",,A runaway teen in rain-soaked Tokyo meets a girl who can clear the sky. Makoto Shinkai's fantasy romance asks whether one sunshine is worth drowning a city.,2019,"Kotaro Daigo, Nana Mori, Shun Oguri, Tsubasa Honda, Sakura Kiryu"
Movie,exit 8,,,https://ployan.me/watch/?v11#R25UREtDdnlsLy80RS9aY3lTME9BK0VtRC81dGM2NUMxTVRyYStPd3lhWHA3b2FSbU5ZbEM0MWRtTTk3UHBXMlhJNTkyL2RtWGNRPQ,"Horror, Thriller",,A man trapped in a looping subway corridor must spot anomalies in each pass to reach Exit 8. One missed detail sends him back to the start of this Japanese psychological nightmare.,2025,"Kazunari Ninomiya, Yamato Kochi, Nana Komatsu, Naru Asanuma, Kotone Hanase"
Movie,Toy Story 5,,,https://ployan.me/watch/?v11#ZVNicllFbm92TjVNZjRrdmlpbkc2V0ZGc0pQTDU0aEd5QmpRZWNIa29uelp5ZzNxL3o5MkF0Snc4a1duMW1sNmhqK0F2dXo3NW5nPQ,"Animation, Family, Adventure",,"Woody, Buzz, and the gang face a new generation of toys—and tech that does not play by Andy's rules. Friendship and imagination are tested as playtime evolves.",2026,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Christina Hendricks"
Movie,"Two Seasons, Two Strangers",,,https://ployan.me/watch/?v11#WEI1Ym54Q01GMmhsdG5reUF5RWF6TTVuQjltelVUOUFLN0tDNUVyNXBDamQvK25YdzFaTmhEOE9PVG82WjVjUnJTcz0,"Drama, Love Story",,"Two encounters in different seasons connect a screenwriter and a traveler who keep missing and finding each other. A quiet Japanese drama about chance, craft, and the weather of the heart.",2025,"Shim Eun-kyung, Mansaku Takada, Shinichi Tsutsumi"
Movie,MYSTERY ARENA,,,https://ployan.me/watch/?v11#SEFNZk5iYUpWajJVNjlNbEF2dVB2THJyVERkVnBUeTBORlNFQUlvNjA0My9waEJuMldkcGNFV254M2RoTE81L3dIND0,Thriller,,Contestants enter an arena where the game is solving a murder—possibly their own. Thriller puzzles turn deadly when the audience wants blood more than answers.,2024,Ensemble Cast
Movie,Closest Love to Heaven,,,https://ployan.me/watch/?v11#bndHU204ZVV2b3BNeFZ4bmYwM1RTRi96cmpueXFsa2FHUDh0SytWSmFGQzlqSkZtd1ZXcWtTYWZEZHdXakpxbVU4dz0,"Love Story, Drama",,A love story that reaches toward heaven and keeps getting pulled back to earth. Drama about devotion that asks how close is close enough.,2025,Ensemble Cast
Movie,THE RIBBON HERO,,,https://ployan.me/watch/?v11#MEtTTUE1WStycnpvVzdjaXpadjFSOGRGeWhHQU92T01lNXVYdHBJRXk3S0w1MmpXS3NFTkVLdjBCbDRXTCt3ZEFuZz0,"Family, Adventure",,"A family adventure about an unlikely hero marked by a ribbon and a promise. Courage is measured in small, bright acts rather than capes.",2025,Ensemble Cast
Movie,BOYS OVER FLOWERS the movie,,,https://ployan.me/watch/?v11#SEU5bDhrOERRTEhZVVVaQ0pnZ1lRZCt1bkIwVG9vZENDdkRwbFBPOWhKQTBZOE45NVFjdml6L005SnBNblpCSzVhcz0,"Love Story, Drama, Teen",,Tsukushi continues her stormy romance with F4 leader Tsukasa as class wars and pride collide. The hit drama's movie follows the couple beyond high-school gates.,2008,"Mao Inoue, Jun Matsumoto, Shun Oguri, Shota Matsuda, Hideo Ishiguro"
Movie,Renoir,,,https://ployan.me/watch/?v11#V2s5bW5PbDFreStPenQrQjBtR2ZQQ2MxQnZYYzZJYUhKemdJUGhPV1p5a1lxL1Qra25pQ1d1bFJNYXdKVU02ekZZOD0,Drama,,"In 1980s Japan, a young girl processes family illness and the adult world through the glow of cinema. Chie Hayakawa's coming-of-age drama is tender, sharp, and sunlit.",2025,"Yui Suzuki, Lily Franky, Hikari Ishida, Ayumu Nakajima"
Movie,L♡DK: Two Loves Under One Roof,,,https://ployan.me/watch/?v11#UnNZb3B6OGFNUVIvYmlRcXg3L0pWSHNicWUrVEtUUitLRGphSjhHVXNrV1FDYThKRml1bmN5UjlNS1JBWWpHa0E2bz0,"Teen, Love Story, Comedy",,"A high-school girl ends up living under one roof with two very different boys. Teen rom-com chaos as hearts, homework, and household rules collide.",2019,"Yosuke Sugino, Karen Ida, Taishi Nakagawa, Tina Tamashiro"
Movie,Love for Beginners,,,https://ployan.me/watch/?v11#WWs5Ynh5NVZuK2JmNjIyRDExWXNmQW9oN0FCY3poQnc3TlFzOGpZdTJVQVFMWVg5WXJGMHl2dkJIQUpteVBZZWpEUT0,"Love Story, Comedy",,"Clumsy first-timers try to learn romance like a class they never studied for. Sweet comedy about mixed signals, practice dates, and getting the lesson right.",2023,Ensemble Cast
Movie,GTO Revival,,,https://ployan.me/watch/?v11#N2RuWXhoelBHUzVvTFo4T0FtSzRvUzFYOFNuVDE4Z3crakp1dzRmUm9vaFpjbUNVbDNJN0MvWGtDVTNoZDIxdjZvST0,"Comedy, Drama",,Legendary teacher Onizuka returns to shake up a new generation of problem students. The Great Teacher Onizuka revival mixes fist-first justice with big-hearted comedy.,2024,"Takashi Sorimachi, Shun Oguri, Hiroyuki Ikeuchi, Ensemble Cast"
Movie,47 Ronin,,,https://ployan.me/watch/?v11#bFNTOXVFaFlkUDFmZHgwZ1hxZlUxU3ZVZm8rcHhoNXNlRitPbHRTVmdpQVNCNEMyNXp6SXRqY2p6Wk1NcjVOeFZzND0,"Action, Fantasy, Adventure",,"A band of masterless samurai plots to avenge their fallen lord, joined by an outcast with mixed blood. Mythic beasts and honor collide in this stylized telling of Japan's famous revenge tale.",2013,"Keanu Reeves, Hiroyuki Sanada, Rinko Kikuchi, Tadanobu Asano, Ko Shibasaki"
Movie,The Last Apocalypse,,,https://ployan.me/watch/?v11#amxaSkkxNERLbVArSjVpSjBGek1rSXNRWXhiSmZvcHBReDkzWjZldnBsOHNaaVdldkJEM3ZpdE1xZEltMjljOTg5ST0,"Action, Fantasy",,Warriors race to stop a prophesied ending of the world that has already begun. Action and fantasy clash as the last apocalypse demands a last stand.,2024,Ensemble Cast
Movie,The Super Mario Galaxy Movie,,,https://ployan.me/watch/?v11#Ym12TGUwNisxSGQvbCt3TFNoKzd3YWk3c2tEeEV4cElkL3Q1OERGMkxXN29EcXhMOUJVdkFqbFJIVnhUdEpjTXRmSkd6VnZNRkRVPQ,"Animation, Family, Adventure",,Mario and friends blast into space to save the galaxy from a new cosmic threat. The animated sequel takes the Bros. off the Mushroom Kingdom and into the stars.,2026,"Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key"
Movie,Night Flower,,,https://ployan.me/watch/?v11#TVRyWmFZWjQ3TjNGOTY2M05QQUI5eEFsbVJscTlLQ1ZjaGljaGxlYVQrdElpcE1yRjdUejZuc1N5cTlqV2xtS3V1VzBUVnF6eFBnPQ,Drama,,"A flower that blooms only at night draws people who should not meet after dark. A moody drama about beauty, secrecy, and what daylight would ruin.",2024,Ensemble Cast
Movie,Scarlet,,,https://ployan.me/watch/?v11#aWFlVFhMU2IvTURicjdUUmQwcjNCd1ErMndlWGtkdjljdk1qQkxVV1RkRnliVkU4TUdtbnNWLzZ3WlJvdUFuN1BLMjZiRXFNbDdjPQ,"Animation, Fantasy, Drama",,"Mamoru Hosoda's animated epic follows a young warrior across time and war, searching for meaning after loss. Fantasy and history bleed together in scarlet.",2025,"Mana Ashida, Masaki Okada, Yui Aragaki, Ensemble Cast"
Movie,Rental Family,,,https://ployan.me/watch/?v11#eE5Ibm80MmRXdjd2Y0swbXNIRzRxQlhiT3grS1pPV3FwV0pMQzdpOWdQWkp3UFoxVklhWVJ3cjlzRUdPRE5CSjZ2aytmT3RaeHJjPQ,"Drama, Comedy",,An American actor in Tokyo takes work at an agency that rents stand-in relatives. Pretend roles become real bonds as he rediscovers purpose in other people's lives.,2025,"Brendan Fraser, Takehiro Hira, Mari Yamamoto, Shannon Mahina Gorman, Akira Emoto"
Movie,Suzuki=Bakudan,,,https://ployan.me/watch/?v11#aWlaR3dnd3ZneTRseVRuQ1RqNTJjbmprNGt0Kzgwb2xMdEhHM3RxcHlJa20yUDZVbkRoQnlFUk9tdVpXUWswN1VROUgraTY0RVhvPQ,"Action, Comedy",,"An ordinary Suzuki becomes a human time bomb in this Japanese action-comedy. Chaos, cops, and countdown jokes race through the streets.",2025,Ensemble Cast
Movie,The Smashing Machine,,,https://ployan.me/watch/?v11#c2pkb0czSEVRdkxOczQ5THpUQWVtV0tLc0t4VWJ3OUJVYmtDcnpuNFZCbGRpTE16NEd4US9EVkkvUXB6ZWpxM2tvalJUYlhOR2VrPQ,Drama,,"The rise and unraveling of UFC legend Mark Kerr, a fighter whose body and addiction threaten the life he built. A raw sports drama about love, pain, and the machine that smashes back.",2025,"Dwayne Johnson, Emily Blunt, Ryan Bader, Bas Rutten"
Movie,Re/Member: The Last Night,,,https://ployan.me/watch/?v11#eWp3eVlyai9URkg1c29Ca3lWUDQ5Z29DS2FDcHY0K0duVmJJVk1zcWtIWnQxbTZTYUp2OFpQdGVwZXM1cTlpRjMvRFQxZWF3VnE4PQ,"Horror, Thriller",,Teens play a deadly memory game where forgetting the rules means dying. One last night of horror as friendship is rewritten in blood.,2022,"Kanna Hashimoto, Takumi Kitamura, Hayato Isomura, Ensemble Cast"
Movie,A Pale View of Hills,,,https://ployan.me/watch/?v11#L1pobmxsNnJ1QUlyVVBzdEM0QU5jc3g0a2d0b1VyQzNCdmVtbUNpbi9xbjB6WkIyRUk1SlZ6Q3RnOEYwWkNvdDQwMzZtbE9abUYwPQ,Drama,,"Adapted from Kazuo Ishiguro's novel, a Japanese woman in England looks back on Nagasaki and a friendship that will not stay in the past. Memory, motherhood, and guilt surface like a pale hill in fog.",2025,"Yuri Tsunematsu, Camilla Aiko, Fumi Nikaido, Ensemble Cast"
Movie,The Killer Goldfish,,,https://ployan.me/watch/?v11#ZWpPbWpDYWpYUHRuNlVsK21RYlNWakZ0bjlNa1p6QngyWUxnNFQ5N3pJZE9DclZKbCthN2dEMk41WjBPL2hBVi8rST0,"Horror, Comedy",,A pet goldfish is not as harmless as the bowl suggests. Horror-comedy as a household novelty develops a taste for more than flakes.,2025,Ensemble Cast
Movie,Sunset Sunrise,,,https://ployan.me/watch/?v11#ZUNERTRPQXU1Z2wxaWwzSEVRU20wUm5EUURodnhNK0RyZU42NFcxWnNHSTI3Y2o0L1lMa0dOTDA5Y3FJUk1wMlB5dEFkYmlucmpBPQ,"Drama, Love Story",,"Two people meet between the end of one life chapter and the start of another. A Japanese love story about timing, regret, and the light that sits between sunset and sunrise.",2025,"Masaki Okada, Mao Inoue, Ensemble Cast"
Movie,Wicked,,,https://ployan.me/watch/?v11#ZmpQL0wzYi9qRDJ1dlQyN0pkb0J6c0kyeWR6UnQ0Q2pNTitiZ0ZFK0RZQkJmTGN4VUxEcFNZN2F1LzZ3dnNGOWpCb0ZjYzN2SjM4PQ,"Fantasy, Family, Drama",,"Before Dorothy dropped in, green-skinned Elphaba and popular Galinda became unlikely friends at Shiz University. Ambition, magic, and propaganda turn one into a wicked witch and the other into Glinda the Good.",2024,"Cynthia Erivo, Ariana Grande, Jonathan Bailey, Jeff Goldblum, Michelle Yeoh, Ethan Slater"
Movie,Twisters,,,https://ployan.me/watch/?v11#QjJSZ0xrdWhrUFJGV1FwbitiT21ob1ltTDh1eFd3VkpTUFFxZVhxWnZvVmZiNDY1eTZLYWl4M3o4Z1VpYjIwMWtnUzNEcldNVHcwPQ,"Action, Thriller, Adventure",,"A former storm chaser is lured back to Oklahoma as unprecedented tornadoes tear the plains. Science, thrill-seeking, and old wounds collide inside the funnel.",2024,"Daisy Edgar-Jones, Glen Powell, Anthony Ramos, Brandon Perea, Maura Tierney"
Movie,Migration,,,https://ployan.me/watch/?v11#aUNCSXRhYnNYelJUYkVRTnJacHF5N1hLbExGb1E3Z2l6VHllUDJZOUQxYis4RSs2d0VyM21HV2NlcWdvRHJLb3YwWmVvT3IwYU5rPQ,"Animation, Family, Comedy",,A cautious mallard family leaves their pond for a tropical vacation they are wildly unprepared for. Animated comedy as the Mallards migrate through New York and beyond.,2023,"Kumail Nanjiani, Elizabeth Banks, Awkwafina, Keegan-Michael Key, Carol Kane, Danny DeVito"
Movie,Chainsaw Man: The Stage,,,https://ployan.me/watch/?v11#OENhMXBuTSs1aWhjalVjd0Q5S0twWGtqM21NOENOdjN2aVlKS0lJN2ZVeWM2eXVUZEdoeUZ6SnVWQVRDNGJ0Sk1rcHd4RXB2K1VZPQ,"Action, Horror, Fantasy",,"Live stage adaptation of Chainsaw Man, following Denji as he becomes a devil hunter fused with Pochita. Blood, contracts, and rock-opera energy hit the boards.",2024,"Shogo Sakata, Kaho Matsuda, Ensemble Cast"
Movie,Fast X,,,https://ployan.me/watch/?v11#UnZzTHc3Rnhhemp4b3Q3cWVQTTJQNGhtTU5MZEtZMjhyNGVKWVlYWWczSS94by9Bbzhxb3BqeWJpTzM3dElIcFRjYUFpbjl5WU53PQ,"Action, Thriller, Adventure",,"Dom Toretto's family is hunted by Dante Reyes, son of a kingpin they brought down. The Fast saga's tenth film turns Miami, Rome, and Brazil into one long, explosive chase.",2023,"Vin Diesel, Michelle Rodriguez, Jason Momoa, Jason Statham, Tyrese Gibson, Charlize Theron"
Series,Rick and Morty,Season 1,Episode 1,https://ployan.me/watch/?v11#TjNaSDcrSlMxTk9OV28rY3EvOG8vOE9QUW9NOTA5ZnQ2RTVYaU5GV1llTWJjdFA0TzlkT2NBR3JqcWllQUVCTkxuWT0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 2,https://ployan.me/watch/?v12#MzJpUEl3UmJFNFQzRHVucldiMXRDWnlqK2VGY3pTcHo5LzBpdnVqakFyQUV3Q2pVMGxUc0VxQStWbklERlZyaUlHOD0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 3,https://ployan.me/watch/?v13#TEF4RmxzT0Z0R0xpZ1dxWXg1UVB0bzZQa2hKejlMTDdRQ0FCaTQrSHBjNmE3TGNtbXVkbVNkK1ZBWVJYa2NCT3U0ND0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 4,https://ployan.me/watch/?v14#NVV1T1JCWDFDUk0vSzhlZ2Y0eUVVVHFxRE5WUWNXK0xVYi90dTRGZDd0UU42QlBNNGxqTnRXWENGN0h5cmQ0T3pscz0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 5,https://ployan.me/watch/?v15#a0FUR3hHNEZSWGRnKzUrdWIzVjROcVMxTUxrYnNHWlpUNklvUml4WkZjSkN1QldKK3ppYTNVcExPSUt1aVVWc3AwOD0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 6,https://ployan.me/watch/?v16#QjB6dXdVSnVvMXhVbXNXbGQ0UzNYWXBONGQwaGlsN29CL015YVhXcTl0cHlDdEpLVlFLb1d4SWY5T3k2S3hWMjArdz0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 7,https://ployan.me/watch/?v17#a3Y5TDQwTHJqU2h0UU9jUHAwT2hYckh6MlZwZVBoc3hBT1l5ZU5lUUQ2Ty9jcmdpVFNZMG53MGt3bjBQcXhJNWFIdz0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 8,https://ployan.me/watch/?v18#K1BwSi9ISDVURmpZT2U4VWVkVCtkOFdIOTVGZ2Ewdko0WUppZjlLaU0wNTVvK1ZJRGNYTFY0T3I1cTIxQlE2UnhIQT0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 9,https://ployan.me/watch/?v19#OEFjSmxaQWs5WHZrZTNCVEdaN0YyNExkMEQzcG1GSSt5cFpiSzg4SWlmeGo4anVrNk1hajFVSFVueUo1SFZPZllsQT0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 10,https://ployan.me/watch/?v110#SE8rSTN3WnhXVzhNWnVVanBLUnBJOXpoMWN6Z3lFVHd1dUFNdUtPK2pMVDFYMFdGdGdoRHBZb0FsU05qdTNGWE9NTDk,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 1,Episode 11,https://ployan.me/watch/?v111#WnFUYjZHUUhBVXNOVFNTUlRzYktzdzlqa2lYc1pYVC80TzJkRUg4V2tlVldKME12NmI5VG12dTYwWklZUUFzQURIZW8,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2013,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 1,https://ployan.me/watch/?v11#TzZqNklIbXRBM0xaTnlHUEJZMWlWWnkvM2dqcWpJb2xHSFg5UGRWQTVRVGtrVFErb3pwK0xxZm15UndkakxBT29Qaz0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 2,https://ployan.me/watch/?v12#QkpOY1NIRWhpYnpUNnFIbE8vWTZqWFJYb1dtTFI3c00vVERyMXREQ1BOSEpSWUNmYURrbkVwaWNJWHFMUEVZby9ndz0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 3,https://ployan.me/watch/?v13#N2hhRkt6cDZlNlZnM0hScDIrYzVTOGR2NU5wS3BtRHlXTGUwMFlkKzVJeCs1UWp1UEdUaGRYNDZ6aGVwUlhPWFlCYz0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 4,https://ployan.me/watch/?v14#aTg5OFJpclpVemFhVFRYZHBoald4RzdvOENGaG54a3FvSGpucjFwQmVFL0RHdW92RmE4dEozVnNPYTAzUjQ0NUZMST0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 5,https://ployan.me/watch/?v15#MmtyeE45eUZVSVowdGo2a0RYbWZKNW45czY0V3F4a0tCMEgwTzNOMWpkWWUxeHJGNE9DaE85WFYvLzdOSEo4WkIzZz0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 6,https://ployan.me/watch/?v16#bzBuTkM2ZjNyZ1NoazZjTEpyZHduRVFtS3dVVDg2eVRNOVcva2o0cXRHZlp2Y1cvVUl5aEQ0MDRKVEVLMWtLUVpiVT0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 7,https://ployan.me/watch/?v17#bEhEa1BGbUtKajR3NmVCSTZGbytpK0dMOURQZlR2SzJLUjZiNHFtT2pwaEkvRDBUcTUrQkdLNEsrZG1wSjBqSUNKTT0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 8,https://ployan.me/watch/?v18#QnJuK2Jrc2RMeFNPSkV0N0RYc21ONmgzcWlOaCtuSDFvTFNxSG5JdjdHM1EyRHozK1NCamVEZU8rMjBDUkxLUngyRT0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 9,https://ployan.me/watch/?v19#KzlEdGV1RHlFSjBwaGZKRlNKT2NMTUxtOU5tNE0rUHBPdUxKR0Y2WXljQWxlMnVQbGVLRUhuMUUvUUxLZml5ZDR5Yz0,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 2,Episode 10,https://ployan.me/watch/?v110#QWNoYlE4MmpYSldXcFcvT2tqUEJDeEVIcW4vOUQ5UkV2YkRwdGRHMU9iRVV3MjdKMW9KVDJRZlpTb1UyN2hlbUducmM,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2015,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 3,Episode 1,https://ployan.me/watch/?v11#Rms3UXBEbFEwVmU4Mm5KbW43UHo0RmorTS9zdWdKZkVYeXpOaEpHOUVXOVo3Z2FLVmN2ZFJJRzl2OUMrR1MveWFJRC8,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2017,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 3,Episode 2,https://ployan.me/watch/?v12#dWxQcCtlNkpsU2ZjNXVnSFB4KzJwTXVvelRuTDhYbys1QSsvTERRWGFJQjQ1ajRMTGdkWDlvazFOZlduc3RTVExnb1Q,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2017,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 3,Episode 3,https://ployan.me/watch/?v13#TXBLNlJjeGlOUE8weFhGVGRiMFNETEFNR1hrdDNZc0VhYWZHU0FYQ0xFdlBuSWZGUExySm11amVPVTIwRnU2dXQzZkk,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2017,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
Series,Rick and Morty,Season 3,Episode 4,https://ployan.me/watch/?v14#WEJIdDFKQk5pdjdWR3NFdzYrVnpuYTE3b1RqeWVoSGtiemxtclNLUmxJTTc4dTNIWGo2Mm52SUFwMUU5QWl4TDBBV3A,"Animation, Adventure, Comedy, Sci-Fi",,"Genius alcoholic scientist Rick Sanchez drags his anxious grandson Morty across dimensions. Sci-fi comedy about family, nihilism, and the multiverse's worst road trips.",2017,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke, Ian Cardoni, Harry Belden"
